order_id,product_id,quantity,unit_price,total_price
O0001011,P00054,invalid,1176.09,1176.09
O0001012,null,N/A,982.38,982.38
 ,P00254,1,1764.08,1764.08
O0001012,P00042,@@@,4628.39, 
O0001013,P00255,1,163.68,@@@
O0001013,P00124,1,###BAD###,1095.39
O0001014,P00095,1,NULL,3531.67
not_a_date,,not_a_date,4196.11,4196.11
O0001015,,1,3405.11,32-13-2025
@@@,invalid,1,###BAD###,982.38
O0001016,123abc,NULL,2597.79,2597.79
N/A,P00032,1,123abc,32-13-2025
O0001018,not_a_date,1,2922.55,not_a_date
NULL,P00253,1,9999-99-99,9999-99-99
O0001019,P00155,nan,3118.52,3118.52
O0001020,P00081,1,1527.46,1527.46
null,P00040,123abc,1786.27,5358.81
O0001022,,N/A,null,###BAD###
O0001023,P00018,1,32-13-2025,501.13
O0001023,P00203,123abc,nan,534.46
O0001024,P00181, ,NULL,2768.04
O0001024,P00132,1,1463.5,not_a_date
O0001024,P00033,2,235.13,470.26
O0001025,P00103,1,2539.06,nan
@@@,P00236,1,829.2,@@@
 ,123abc,,3327.14,3327.14
,P00003,1,1654.85,nan
O0001027,P00284,1,717.39,NULL
N/A,P00156,1,32-13-2025,3261.79
O0001028,@@@,1,2753.55,2753.55
123abc,P00164,1,null,
@@@,P00143,1,709.44,709.44
O0001030,@@@,@@@,3417.59,3417.59
N/A,nan,9999-99-99,32-13-2025,4061.86
O0001032,P00004,1,N/A,@@@
O0001033,P00031,1,4748.81,4748.81
O0001034,invalid,1,1601.4,1601.4
O0001035,null,###BAD###,4516.55,4516.55
O0001036,NULL,1,785.84,null
 ,NULL,1,123abc,@@@
O0001038,P00099,1,1795.34,1795.34
NULL,P00296,N/A,4795.36,4795.36
O0001039,32-13-2025,1,3511.98,32-13-2025
###BAD###,P00173,1,4353.61,4353.61
N/A,nan,3,4689.77,14069.31
N/A,P00233,3,3787.78,11363.34
O0001042,123abc,1,invalid,123abc
O0001043,,1,2023.86,2023.86
O0001044,P00075,1,not_a_date,2908.23
O0001045,P00202,###BAD###,123abc,
32-13-2025,@@@,2,1200.74,2401.48
O0001046,P00225,1,null,2944.75
invalid,P00199,1,4097.92,4097.92
O0001048,P00162,1,2197.12,2197.12
O0001049,P00240,1,3384.81,3384.81
O0001049,P00053,1,4385.15,4385.15
O0001050,invalid,32-13-2025,3534.66,@@@
O0001051,,1,1022.52,1022.52
nan,P00066,1,882.59,882.59
O0001052,32-13-2025,1,nan,N/A
null,P00219,32-13-2025,2637.51,123abc
O0001053,null,1,946.62,invalid
N/A,nan,1,3690.84,3690.84
 ,9999-99-99,,4539.06,4539.06
32-13-2025,P00143,1,not_a_date, 
O0001055,P00292,1,123abc,517.96
not_a_date,P00049,1,293.99,293.99
O0001056,P00078,1,3402.12,3402.12
9999-99-99,not_a_date,1,nan,4619.11
@@@,P00224,32-13-2025, ,209.92
O0001058,P00214,1,2544.27,2544.27
O0001059,P00082,NULL,1628.87,123abc
O0001060,P00026,nan,N/A,not_a_date
NULL,P00280, ,NULL,674.82
32-13-2025,P00158,32-13-2025,@@@,invalid
9999-99-99,P00211,@@@,887.74,887.74
null,N/A,2,,938.6
 ,P00113,nan,nan,123abc
O0001063,P00215,1,3031.31,@@@
NULL,P00183,1,2833.55,2833.55
O0001064,P00273,###BAD###,2899.88,2899.88
32-13-2025,invalid,1,null,invalid
O0001066,P00167,1,2357.59,2357.59
N/A,P00165,1,3464.34,invalid
O0001067,P00214,1,2544.27,2544.27
O0001068,32-13-2025,3,3826.45,not_a_date
O0001069,P00230,NULL, ,null
O0001070,null,1,N/A,null
null,P00033,N/A,261.25,261.25
O0001072,P00036,1,480.79,480.79
 ,P00024,1,1994.27,1994.27
9999-99-99,P00137,1,934.88,934.88
O0001075,123abc,1,721.47,###BAD###
O0001075,P00169,NULL,2435.55,32-13-2025
O0001075,P00247,9999-99-99,1087.68,1087.68
O0001076,P00139,null,nan,1360.79
O0001077,32-13-2025,not_a_date,2256.59,2256.59
O0001078,P00252,1,1068.4,1068.4
O0001079,P00024,###BAD###,2099.23,6297.69
O0001080,32-13-2025,1,32-13-2025,1726.94
O0001080, ,1,1473.43,1473.43
not_a_date,32-13-2025,N/A,nan,3143.89
O0001081,P00158,2,507.04,1014.08
123abc,P00141,32-13-2025,NULL,4806.51
O0001083,NULL,1,2231.41,2231.41
###BAD###,123abc,1,N/A,invalid
O0001084,32-13-2025, ,N/A,348.72
123abc,P00231,1, ,123abc
O0001085,@@@,9999-99-99,null,3439.33
O0001086,null,1,NULL,495.92
N/A,P00263,N/A,3250.48,3250.48
O0001088,not_a_date,###BAD###,nan,1256.94
O0001089,P00089,1, ,3511.98
O0001089,P00134,1,2123.19,2123.19
nan,P00276, ,3184.47,3184.47
O0001090,P00105,1,NULL,
O0001091,P00010,1,1158.6,1158.6
O0001091,P00251,1,4074.53,4074.53
O0001092,,1,2917.86,2917.86
not_a_date,P00197,1,null, 
123abc,P00167,,123abc,2619.54
O0001095,P00067,1,null,2362.24
O0001096,P00249,1,2542.17,null
O0001097,P00217,null,3387.51,3387.51
nan,P00116,1,,1053.02
@@@,P00127,1,3134.52, 
O0001099,P00045,nan,2737.44,9999-99-99
O0001100,P00137,invalid, ,986.82
N/A,null,1,3432.78,3432.78
O0001102,nan,1,9999-99-99,3184.47
O0001102,P00207,@@@,2062.43,not_a_date
9999-99-99,P00162,1, ,2441.24
123abc,invalid,9999-99-99,1845.26,1845.26
O0001103,P00022,1,319.6,319.6
123abc,P00144,null,null,null
O0001104,N/A,32-13-2025,4193.03,12579.09
O0001105,NULL,9999-99-99,,2017.03
null,P00261,1,3368.16,3368.16
O0001105,P00058,nan,374.8,null
O0001106,P00100,null,4050.33,4050.33
O0001107,123abc,1,123abc, 
O0001108,invalid, ,4103.44,null
O0001108,P00200,@@@,2370.2,2370.2
O0001109,P00129,nan,,288.76
O0001110,P00232,1,3742.58,###BAD###
N/A,32-13-2025,1,null,3787.78
,P00052,N/A,###BAD###,4863.86
O0001112,9999-99-99,1,9999-99-99,2789.77
O0001113,null,nan,1218.45,
nan,N/A,1,4025.88,4025.88
O0001115,P00261,1,3031.34,123abc
not_a_date,32-13-2025,1,2362.24,32-13-2025
O0001117,P00037,1,1414.68,32-13-2025
O0001118,P00002,1,###BAD###,1627.65
O0001118,P00080,###BAD###,32-13-2025,
O0001119,invalid,1,105.62,105.62
O0001120,P00154,1,invalid,invalid
O0001121,P00063,32-13-2025,1195.26,1195.26
O0001121,nan,1,836.14,836.14
O0001122,###BAD###,1,1453.14,null
O0001122,P00243,3,not_a_date,7487.88
O0001122,123abc,1,4490.31,4490.31
@@@,P00191,9999-99-99,###BAD###,###BAD###
O0001123,P00190,9999-99-99,2346.91,NULL
O0001124, ,invalid,934.88,934.88
32-13-2025,P00009,1,2075.94,
O0001125,invalid,1,N/A,9999-99-99
O0001126,P00031,1,4748.81,4748.81
O0001127,P00195,3,not_a_date,6937.14
O0001128,P00039,1,2958.5,###BAD###
O0001129,@@@,1,1379.58,1379.58
O0001130,NULL,NULL,invalid,2276.94
 ,P00013,1,58.56,32-13-2025
O0001131,P00065,1,1185.21,1185.21
NULL,P00237,1,608.76,null
32-13-2025,P00187,not_a_date,123abc,###BAD###
null,P00155,1,3465.02,3465.02
O0001135,P00063,1,1195.26,1195.26
O0001136, ,1,2075.94, 
nan,@@@,invalid,4659.1,13977.3
nan,P00029,1,null,2535.4
O0001138,P00003,1,1741.95,1741.95
O0001139,P00145,1,9999-99-99,@@@
9999-99-99,P00278,1,3402.58,null
O0001141,P00221,1,3387.08,3387.08
O0001141,not_a_date,1,@@@,746.81
NULL,P00167,1,2357.59,NULL
@@@,P00029,1,2155.09,2155.09
@@@,N/A,invalid,2874.37,9999-99-99
O0001145,P00004,not_a_date,3306.0,3306.0
N/A,9999-99-99,1,269.32,269.32
O0001146,P00041,,2787.54,N/A
O0001147,P00212,1,3448.73,32-13-2025
 ,N/A,32-13-2025,478.87,478.87
,9999-99-99,2,2484.17,4968.34
@@@,32-13-2025,null, ,1283.62
nan,P00229,1,32-13-2025,
O0001150,P00290,1,3641.67,NULL
O0001150,P00243,1,2773.29,2773.29
O0001151,null,1,@@@,2738.25
32-13-2025,P00017,1,2381.18,not_a_date
O0001152,P00008, ,,551.23
null,P00212,2,2931.42,5862.84
O0001153,P00257,1,invalid,@@@
###BAD###,P00264,1,167.58,167.58
 ,P00250,1,null,525.19
invalid,P00295,,not_a_date,5129.06
nan,P00246,3,2601.34,123abc
O0001157,P00280,1,invalid,712.31
O0001158,123abc,9999-99-99,###BAD###,4198.37
O0001158,32-13-2025,9999-99-99,invalid,N/A
O0001159, ,1,1256.94,1256.94
 ,P00245,1,###BAD###,368.1
O0001160,P00271,32-13-2025,275.31,###BAD###
, ,123abc,null,3448.73
O0001161,,1,N/A, 
O0001162,@@@,1,N/A,1487.01
O0001163,P00044,1,3956.01,9999-99-99
,123abc, ,755.15,1510.3
O0001164,P00109,32-13-2025,1403.96,1403.96
not_a_date,P00291,1,@@@,1817.83
,P00023,9999-99-99,not_a_date,@@@
O0001166,@@@,1,4097.92,4097.92
O0001167,P00192,invalid,3500.38,NULL
O0001167,P00211,invalid,not_a_date,939.96
O0001168,P00090,1,4089.27,4089.27
O0001169,P00190,,2623.02,invalid
O0001170,P00003,2,1741.95,123abc
O0001171,P00060, ,193.29,193.29
O0001172,nan,1,1741.95,1741.95
123abc,P00060,nan,164.3,164.3
O0001172,9999-99-99,1,NULL,###BAD###
O0001173,P00062,1,300.27,300.27
O0001174,P00065,2,1247.59,nan
O0001175,32-13-2025,nan,NULL,invalid
 ,null,1, ,1263.87
 ,null,1,1937.79,1937.79
not_a_date,9999-99-99,1,2289.84,2289.84
O0001178,P00179,2,4413.89,123abc
O0001179,P00269,2,1978.03,invalid
@@@,,1,2441.24,2441.24
 ,9999-99-99,3,nan,32-13-2025
invalid,NULL,,667.96,123abc
O0001181,9999-99-99,###BAD###,2143.06,2143.06
O0001181,P00068,N/A,3193.76,nan
O0001182,NULL,1,123abc, 
not_a_date,not_a_date,1,4347.78,4347.78
O0001184,P00024,1,###BAD###,2099.23
@@@,P00231,NULL,1055.28,1055.28
O0001185,P00299,invalid,N/A,@@@
O0001186,P00259,32-13-2025,NULL,834.67
O0001186,P00290, ,3095.42,3095.42
O0001187,9999-99-99,,2394.17,###BAD###
invalid,N/A,123abc,32-13-2025,9999-99-99
O0001189,nan,1,invalid,@@@
O0001190,P00273,,3052.5,3052.5
N/A,P00175,###BAD###,299.24,null
O0001191,P00009,invalid,1972.14,32-13-2025
invalid,P00222,1,3089.5,@@@
O0001193,P00231,1,949.75,949.75
O0001194, ,1,2768.04,2768.04
O0001195,invalid,1,null,@@@
nan,null,,4555.59,4555.59
O0001196,P00004,1,not_a_date,3673.33
O0001197,P00285,1,4182.0,4182.0
O0001197,P00099,1,1795.34,1795.34
,9999-99-99,1,N/A,2036.8
123abc,P00217,nan,2879.38,2879.38
O0001198,P00272,123abc,4179.46,4179.46
null,###BAD###,N/A,invalid,invalid
O0001199,,invalid,1555.28,@@@
9999-99-99,N/A,1,3314.14,3314.14
O0001200,P00155,1,2945.27,2945.27
null, ,1,1960.09,1960.09
O0001201,P00015,1,895.62,895.62
,P00037,1,1581.11,1581.11
O0001203,nan,1,NULL,185.88
O0001204,P00150,1,null,83.2
O0001205,P00045,1,9999-99-99,@@@
O0001206,P00238,nan,2805.16,2805.16
O0001206,N/A,32-13-2025,4754.26,4754.26
O0001207,P00122,1,3574.92,3574.92
O0001208,P00299,2,@@@,8791.06
O0001209,123abc,null,3786.55,3786.55
null,P00295,1,2707.01,2707.01
O0001210,9999-99-99,3,32-13-2025,3791.61
N/A,P00264,1,N/A,invalid
not_a_date,null,1,invalid, 
O0001212,P00068,1,not_a_date,3757.36
O0001213,,1,3667.22,3667.22
O0001214,not_a_date,1,2518.17,NULL
9999-99-99,N/A,###BAD###,not_a_date,4866.94
O0001215,P00124,2,NULL, 
O0001216,P00084,1,933.26,933.26
O0001217,###BAD###,1,3198.61,3198.61
@@@,NULL,123abc,4182.0,4182.0
O0001219,invalid,,nan,318.58
O0001220,P00257,1,267.07,267.07
not_a_date,###BAD###, ,###BAD###, 
O0001221,@@@,###BAD###,3598.39,3598.39
32-13-2025,P00168,32-13-2025,469.3,NULL
O0001222,P00022,###BAD###,337.35,not_a_date
O0001223,P00049,9999-99-99,invalid,293.99
O0001224,123abc,1,1100.79,9999-99-99
O0001224,P00296,@@@,4795.36,32-13-2025
NULL,P00271,1,261.54,null
,123abc,1,NULL,688.21
O0001227,9999-99-99,NULL,2501.73,9999-99-99
O0001228,P00292,1,123abc,545.22
O0001229,P00275,nan,nan,2276.43
O0001229,@@@,1,123abc,51.74
O0001229,P00198,1,N/A,2812.96
invalid,nan,NULL,4419.34,###BAD###
O0001231,P00126,not_a_date,1621.12,1621.12
O0001231,P00250,123abc,556.08,invalid
NULL,###BAD###,9999-99-99,1565.27,3130.54
,123abc,2,1627.65,3255.3
O0001234,9999-99-99,not_a_date,32-13-2025,2671.89
O0001235,P00274,1,1744.2,32-13-2025
O0001236,P00126,nan,1621.12,3242.24
O0001237,P00211,NULL,1044.4,1044.4
O0001237,P00269,1,32-13-2025,123abc
O0001238,P00254,1,@@@,1960.09
O0001239,,null,9999-99-99,5637.39
###BAD###,32-13-2025,null,975.53,975.53
O0001239,@@@,1,,667.96
123abc,32-13-2025,,1714.6,not_a_date
O0001241,nan,1,1509.18,1509.18
O0001241,P00246,1,2738.25,32-13-2025
O0001242,@@@,1,1868.35,1868.35
O0001242,P00244,1,N/A,2385.64
O0001243,P00045,1,nan,not_a_date
O0001243,P00280,2,749.8,N/A
9999-99-99,P00061,1,4193.03,###BAD###
O0001244,P00081,1,1298.34,N/A
32-13-2025,P00130,1,@@@,9999-99-99
O0001245,@@@,1,9999-99-99,not_a_date
N/A,,1,32-13-2025,N/A
O0001247,P00216,123abc,2427.83,9999-99-99
O0001248,9999-99-99,,32-13-2025,N/A
O0001249,P00163,not_a_date,nan,32-13-2025
9999-99-99,not_a_date,1,264.59,123abc
32-13-2025,32-13-2025,1,2524.64,9999-99-99
O0001251,P00207,,nan,123abc
nan,P00264,3,not_a_date,477.6
O0001252,P00042,1,4628.39,4628.39
9999-99-99,###BAD###,@@@,1480.31,1480.31
@@@,P00204,2,4419.34,8838.68
O0001255,P00191,1,248.94,null
N/A,P00070,N/A,3910.16,3910.16
O0001257,P00079,N/A,2501.73,2501.73
O0001258,NULL,9999-99-99,invalid,123abc
O0001259,123abc,###BAD###, ,32-13-2025
O0001260,nan,1,2958.5,32-13-2025
O0001261,P00258,1,1471.99,1471.99
O0001262,P00284,null,641.88,641.88
O0001262,32-13-2025,2,4511.37,9022.74
O0001263,P00143,@@@,748.86,123abc
O0001264,P00003,9999-99-99,NULL,1567.75
O0001265,not_a_date,not_a_date,3885.1,9999-99-99
###BAD###,P00097,1,2960.51, 
O0001267,nan,3,2594.62,7783.86
O0001268,@@@,null,32-13-2025,2016.12
O0001269,P00068,2,nan,7138.98
O0001270,P00241,nan,4414.37,4414.37
O0001271,###BAD###, ,3443.81,3443.81
invalid,P00238,###BAD###,null,@@@
O0001272,P00177,1,9999-99-99, 
@@@,P00171,32-13-2025,272.08,272.08
O0001273,P00216,1,2063.66,9999-99-99
O0001274,P00183,1,2833.55,123abc
O0001275,null, ,833.24,833.24
O0001276,P00292,NULL,463.44,463.44
O0001277,null, ,9999-99-99,521.51
O0001278,not_a_date,1,3635.13,123abc
O0001278,P00205,1,2122.39,2122.39
O0001278,P00215,1,3209.63,@@@
O0001279,P00093,1,,invalid
O0001280,@@@,1,4103.44,4103.44
O0001281,null,,32-13-2025,1390.22
O0001282,,32-13-2025,2184.87,2184.87
O0001282,P00115,1,894.01,NULL
O0001283,P00217, ,, 
O0001284,P00126,2,1716.48,3432.96
nan,P00005,,1636.72,not_a_date
O0001286,###BAD###,1,32-13-2025,NULL
O0001287,P00292,N/A,invalid,490.7
invalid,32-13-2025,1,2031.24,2031.24
O0001289,NULL,1,123abc,3184.47
123abc,###BAD###,1,null,2929.08
O0001291,,1,3566.25,3566.25
O0001292,nan,1,N/A,1265.57
O0001293,P00239, ,4025.88,4025.88
O0001294,32-13-2025,1,474.37,474.37
O0001295,P00214,1,2544.27,32-13-2025
O0001295,P00273,invalid,NULL,3052.5
not_a_date,P00116,1,1170.02,32-13-2025
O0001297,P00293, ,1623.04,1623.04
O0001298,P00182,nan,NULL,4817.7
O0001299,P00254,1,1960.09,not_a_date
O0001300,P00159,1,###BAD###,3418.03
O0001300,N/A,2,@@@,5592.1
O0001301,P00089,1,3696.82,nan
null,P00168,,521.45,521.45
###BAD###,nan,1,2531.27,2531.27
O0001303,P00255,1,,163.68
N/A,NULL,1,1937.79,1937.79
O0001305,123abc,null,N/A,4360.45
O0001305,nan,1,2312.38,invalid
 ,NULL,1,1283.62,1283.62
N/A,invalid,N/A,null,null
invalid,P00167,1,2226.61,nan
N/A,N/A,9999-99-99,2779.1, 
O0001308,P00072,1,32-13-2025,3275.36
9999-99-99,not_a_date,1,32-13-2025,1932.26
O0001309,P00063,@@@,1265.57,1265.57
O0001310,null, , ,invalid
O0001310,@@@,invalid,@@@,869.14
not_a_date,P00222,1,32-13-2025,32-13-2025
invalid,P00061,NULL,3983.38,3983.38
O0001312, ,1,1886.55,1886.55
O0001313,P00023,NULL,123abc,1209.33
O0001314,P00251,1,32-13-2025,4300.9
@@@,N/A,1,3489.66,invalid
O0001315,P00288,3,2333.26,6999.78
O0001316,P00205,###BAD###,nan,123abc
123abc,P00019,1,1697.89,1697.89
O0001318,NULL,N/A,@@@,
9999-99-99,###BAD###,3,@@@,
###BAD###,P00027,1,2884.94,2884.94
O0001320,nan,null,434.91,123abc
O0001321,P00171,1,123abc,NULL
9999-99-99,P00252,1,@@@,1256.94
O0001323,P00232,1,,4158.42
O0001323,P00014,1,2063.49,###BAD###
O0001324,P00241,3,4646.71,13940.13
123abc,P00022,9999-99-99,123abc,###BAD###
O0001325,,2,2427.83,4855.66
O0001325,P00087,not_a_date,NULL,7240.7
O0001326,P00282,1,123abc,1480.31
not_a_date,###BAD###,1,3089.5,###BAD###
O0001328,32-13-2025,2,,not_a_date
O0001328,nan,1,123abc,3934.56
O0001329,null,invalid,797.82,797.82
O0001330,P00203,1,506.33,506.33
O0001331,P00035,invalid,3552.01,123abc
32-13-2025,P00057,1,4114.04,4114.04
O0001332,P00138,invalid,4866.94,4866.94
O0001333,nan,123abc,nan,not_a_date
O0001334,null,invalid,4380.25,4380.25
O0001334,not_a_date,1,not_a_date,1158.73
O0001334,P00149,1,123abc,442.2
O0001335,123abc,@@@,284.28,9999-99-99
nan,not_a_date,1,123abc,1722.86
NULL,invalid,1,123abc,invalid
nan,P00025,nan,2371.78,2371.78
9999-99-99,P00161,1,192.64,192.64
not_a_date,###BAD###,1, ,4817.7
@@@,P00142,1,4539.06,4539.06
O0001340,N/A,1,3011.1,123abc
123abc,P00132, ,1540.53,1540.53
O0001342,P00082,N/A,not_a_date,123abc
O0001343,9999-99-99,9999-99-99,null,1049.5
O0001343,P00113,1,73.11,9999-99-99
32-13-2025,P00132,N/A,,1386.48
,P00228,1,3306.03,3306.03
O0001345,P00061,invalid,4193.03,8386.06
O0001345,nan,1,32-13-2025,746.81
O0001346,null,1,4907.61,4907.61
O0001347,P00205,1,2122.39,not_a_date
123abc,P00195,123abc,2196.76,not_a_date
not_a_date,P00245,1,387.47,N/A
O0001349,nan,2,N/A, 
O0001349,P00240,32-13-2025,3562.96,###BAD###
O0001350,P00038,1,123abc,4360.45
O0001351,P00069,null,9999-99-99,32-13-2025
O0001351,P00188,nan,invalid,###BAD###
 ,P00047,@@@,@@@,3420.02
O0001353,###BAD###,1,1382.36,1382.36
9999-99-99,9999-99-99,nan,667.96,667.96
123abc,P00083,9999-99-99,nan,8197.32
O0001355,P00042,1,invalid,3934.13
not_a_date,P00022,2,355.11,32-13-2025
N/A,N/A,1,3736.23,3736.23
invalid,P00185,3, ,10434.87
O0001357,P00161,123abc,192.64,577.92
O0001358,P00065,2,nan,2120.9
nan,P00204,1,null,3756.44
O0001360,123abc,1,1601.4,32-13-2025
O0001361,P00049,1,293.99,293.99
O0001361,invalid,null,3950.5,
###BAD###,not_a_date,invalid,123abc,58.56
nan,123abc,1,invalid,null
nan,,1,1357.42,32-13-2025
O0001365,NULL,1,###BAD###,4041.12
O0001365,@@@,1,3402.12,3402.12
###BAD###,P00170,1,707.26,@@@
O0001367,123abc,null,586.98,586.98
,P00045,1,2881.52,2881.52
O0001368,P00126,32-13-2025,1716.48,1716.48
O0001368,nan,1,4041.28,4041.28
O0001369,P00231, ,1055.28,1055.28
nan,9999-99-99,1,1654.85,1654.85
32-13-2025,P00055,1,980.28,123abc
32-13-2025,P00170,1,###BAD###,N/A
NULL,P00270,N/A,,NULL
O0001372,P00228,1,@@@,3480.03
O0001373, ,1,@@@,NULL
nan,P00134,1,@@@,2123.19
not_a_date,P00175,nan,254.35,32-13-2025
O0001375,P00276,1,3746.43,null
O0001376, ,1,3602.1,3602.1
N/A,@@@,9999-99-99,993.35,993.35
9999-99-99,P00203,1,123abc,32-13-2025
O0001378,P00134,null,123abc,2017.03
O0001379,P00243,not_a_date,2773.29,null
NULL,P00241,1,@@@,123abc
O0001381,P00210,NULL,32-13-2025,nan
O0001382,P00249,1,9999-99-99,invalid
O0001383,P00231,1,###BAD###,1055.28
O0001383,P00030,not_a_date,null,6126.84
123abc,P00271,1,247.78,###BAD###
9999-99-99,P00119,1,1526.1,N/A
O0001385,@@@,3,2922.25,8766.75
@@@,P00088,2,1267.45,2534.9
O0001387,P00108,9999-99-99,1441.26,nan
O0001387,P00203,32-13-2025,478.2,32-13-2025
O0001388,P00177,1,32-13-2025,
N/A,P00193,1,,###BAD###
O0001389,P00177,invalid,1911.42,1911.42
9999-99-99,P00069,1,185.88,@@@
not_a_date,###BAD###,1,301.84,301.84
O0001391,P00109,32-13-2025,1263.56,3790.68
O0001392,P00237,1,,9999-99-99
O0001393,P00129, ,259.88,nan
nan,P00031,1,4273.93,@@@
O0001395,P00064,not_a_date,32-13-2025,1914.12
O0001396,9999-99-99,1,null,N/A
O0001396,nan,32-13-2025,2488.56,2488.56
O0001397,P00231,2,nan,@@@
9999-99-99, ,2,2907.02,5814.04
O0001399,32-13-2025,1,N/A,NULL
NULL,P00136,NULL,3541.1,10623.3
O0001400,P00039,1,2958.5,N/A
O0001401,P00204,###BAD###,3977.41,3977.41
O0001402,P00168,1,495.38,NULL
N/A,P00080,32-13-2025,2404.83,NULL
O0001404,P00117,2,NULL,N/A
123abc,P00279,1,4070.73,invalid
9999-99-99,nan,2,4866.94,
O0001406,P00263,NULL,3250.48,NULL
O0001407,P00216,9999-99-99,2063.66,2063.66
O0001407,P00076,null,2040.45,2040.45
O0001408,P00084,1,884.14,null
O0001408,nan,32-13-2025,4100.64,4100.64
O0001409,not_a_date,3,not_a_date,
null,@@@,1,###BAD###,3827.93
O0001410,null,not_a_date,32-13-2025,NULL
 ,P00281,,nan,2853.27
O0001412,P00094,1,851.96,851.96
 ,P00149,N/A,494.23,494.23
32-13-2025,P00094,9999-99-99,9999-99-99,1703.92
O0001415,9999-99-99,1,3261.79,3261.79
O0001416,P00079,NULL,2796.05,
O0001416,P00288,1,2333.26,2333.26
null,@@@,1,,3037.71
N/A,P00202,123abc,nan,2953.33
O0001419,P00277,1,not_a_date,123abc
O0001420,P00293,2,,null
123abc,NULL,123abc,4114.42,9999-99-99
not_a_date,P00291,1,9999-99-99,1817.83
NULL,P00242,1,4223.54,4223.54
,P00024,1,invalid,2099.23
nan,P00216,1,2185.05,2185.05
9999-99-99,P00078,1,3402.12, 
O0001425,NULL, ,invalid,nan
O0001425,@@@,1,###BAD###,144.67
N/A,###BAD###,2,4643.84,9287.68
@@@,P00238,,N/A,invalid
O0001426,NULL,2,null,@@@
32-13-2025,P00177,1,2136.29,2136.29
O0001428,P00269,1,nan,1879.13
O0001428, ,1,###BAD###,not_a_date
O0001428,P00029,not_a_date,2155.09,2155.09
O0001429,P00118,9999-99-99,1565.27,1565.27
O0001430,,1,123abc,1314.45
O0001430,P00205,nan,###BAD###,nan
O0001431,P00161,NULL, ,346.76
O0001432,P00031,1,4748.81,4748.81
O0001433,P00147,3,4377.0,13131.0
O0001434,###BAD###,###BAD###,2822.75,invalid
O0001435,32-13-2025,1,1334.16,1334.16
123abc,P00089,1,3696.82,123abc
O0001437,,1,123abc,4338.97
O0001438, ,###BAD###,NULL,2761.07
O0001438,###BAD###,NULL,1044.4,1044.4
null,P00283, ,1098.1,1098.1
O0001440,P00110,NULL,nan,2467.19
O0001441,@@@,1,123abc,123abc
O0001441,P00223,1,null,3468.44
O0001441,P00173,@@@,not_a_date,9999-99-99
O0001442,P00064,NULL,,nan
###BAD###,,1,@@@,1464.88
9999-99-99,N/A,1,,N/A
O0001445,###BAD###,1,9999-99-99,
O0001445,not_a_date,1,3524.25,3524.25
O0001446,P00055,N/A,N/A,invalid
 ,P00199,1, ,@@@
O0001448,P00223,1,2948.17,2948.17
nan,P00226,1,4330.97,4330.97
O0001449,nan,1,, 
9999-99-99,,1,2994.07,2994.07
O0001450,###BAD###,32-13-2025,###BAD###,9824.73
invalid,32-13-2025,2,563.38,invalid
O0001452,9999-99-99,32-13-2025,NULL,285.26
O0001453,P00240,3,3028.52,9085.56
O0001453,null,1,nan,3566.25
O0001454,P00166,NULL,invalid,1158.73
null,null,1,2862.94,2862.94
,P00102,2,@@@,N/A
O0001456,N/A,invalid,1636.05,1636.05
O0001457,P00078,1,123abc,nan
invalid,32-13-2025,1, ,1886.55
O0001459, ,1,N/A,2892.19
O0001460, ,1,1363.06,1363.06
 ,P00243,N/A,2495.96,2495.96
O0001462,32-13-2025,1,1869.98,1869.98
nan,,1,not_a_date,1158.73
O0001464,invalid,9999-99-99,not_a_date,###BAD###
O0001465,nan,N/A,1974.99,not_a_date
N/A,P00274,1,nan,1938.0
###BAD###,P00259,,790.74,790.74
O0001466,P00232,null,4158.42,8316.84
invalid,P00024,1,1784.35,1784.35
O0001467,32-13-2025,1,3206.66,32-13-2025
O0001467,invalid,NULL,4559.38,N/A
O0001468,P00088,1, ,N/A
O0001469,P00207,1,2291.59,nan
nan,P00169,1,2435.55,2435.55
not_a_date,NULL,invalid,3787.78,3787.78
O0001470,@@@,1,N/A,invalid
O0001471,invalid,1,2790.33,2790.33
,P00238,1,2664.9,not_a_date
O0001472,P00105,invalid,@@@,4442.94
123abc,P00099,32-13-2025,1606.36,1606.36
32-13-2025,P00103, ,invalid,7617.18
not_a_date,N/A,9999-99-99, ,
O0001475,123abc,32-13-2025,4395.53, 
O0001476,P00284,2,717.39,1434.78
O0001477,P00043, ,3545.5,7091.0
O0001477,P00230,1,4830.87,
 ,P00173,1,4353.61,4353.61
@@@,,1,4230.72,4230.72
null,NULL,2,NULL,not_a_date
O0001479,32-13-2025,1,1283.62,1283.62
O0001480,P00189, ,60.87,60.87
O0001481,P00091,@@@,N/A,NULL
invalid,P00124,1,,1095.39
O0001482,P00268,1,nan,3011.1
nan,P00211,2,###BAD###,1984.36
nan,P00255,1,172.29,172.29
 ,P00075,1,null,null
9999-99-99,null,not_a_date,123abc,3124.98
O0001487,###BAD###,2,4748.81,null
O0001488,P00030,###BAD###,null,not_a_date
O0001489,123abc,N/A,,3121.6
O0001490,P00134,2,2017.03,invalid
O0001491,P00180,1,558.08,558.08
O0001492,123abc,2,1042.86,2085.72
9999-99-99,123abc,1,3717.55,123abc
O0001494,P00272,1,3947.26,
O0001495,,1,@@@,721.47
O0001496,not_a_date,,nan,9999-99-99
O0001497,null,1,2464.43,NULL
nan,P00061,1,3773.73,3773.73
